scheme_code,scheme_name,start_date,end_date,observations,cagr,volatility,sharpe_ratio,max_drawdown,category,fund_house,scheme_category
131670,Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option,2014-10-13,2026-08-14,2914,0.11606666948309918,0.09815326677133313,0.5839034794526783,-0.2635851557322729,Balanced Advantage,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
119550,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,2013-01-02,2026-08-14,3289,0.08261767485986216,0.016290174847322567,1.409751453456917,-0.030363931302855196,Banking & PSU,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
125597,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,2013-12-18,2026-08-14,3112,0.1696334500973009,0.2076911165049921,0.5896567417240315,-0.4744958481613286,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
149295,Aditya Birla Sun Life Business Cycle Fund-Direct Growth,2021-12-08,2026-08-14,1155,0.12426492269817002,0.13862413279187055,0.5006505330851454,-0.1777777777777777,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
151427,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct Growth,2023-02-16,2026-08-14,844,0.08105333461226372,0.021839321434665715,0.988005408225946,-0.022080213648719593,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
153124,Aditya Birla Sun Life Conglomerate Fund-Direct Growth,2024-12-30,2026-08-14,402,0.0805173807917352,0.16280805401362508,0.19718802838842006,-0.16413916146297958,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
132183,Aditya Birla Sun Life Conservative Hybrid Active FOF- Direct Plan - Growth Option,2014-10-13,2026-08-14,2861,0.09204746044625756,0.0458195202337238,0.7179614200268161,-0.1147182931177938,Fund of Funds,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic
119591,Aditya Birla Sun Life Consumption Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3350,0.16037279366613144,0.14853749868183805,0.6969156228178227,-0.34516223899617693,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
119533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3289,0.08071154390522106,0.013941890988947495,1.5127563460962337,-0.023775391317562344,Corporate Bond,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Corporate Bond Fund
134387,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,2015-04-22,2026-08-14,2740,0.09549066190675437,0.026441216580693393,1.3347054204846482,-0.03870832799184942,Credit Risk,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Credit Risk Fund
150702,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Direct Growth,2022-10-17,2026-08-14,928,0.07763778790057851,0.012573229924558787,1.4184213814761064,-0.008068771940558883,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
150938,Aditya Birla Sun Life Crisil IBX 60:40 SDL + AAA PSU APR 2026 Index Fund-Direct Growth,2022-12-06,2026-04-30,822,0.06999485790184234,0.005372512510558817,1.9692598136426236,-0.0023445615076420623,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
150353,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct Growth,2022-03-30,2026-08-14,1061,0.06409109150247705,0.013095486776753738,0.35944754083907293,-0.03391524187343253,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
151577,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct Growth,2023-03-16,2026-08-14,825,0.07190064614511238,0.011141553207526569,1.1281224337973055,-0.006806388570658406,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
152267,Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct Growth,2023-12-26,2026-08-14,639,0.08258007407232149,0.023114292114045858,0.9875345591295923,-0.01775885433222346,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
152659,Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Direct Growth,2024-06-06,2026-08-14,534,0.07254471628285408,0.007926189139547481,1.5739227249052488,-0.0023660197806213423,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
150778,Aditya Birla Sun Life Crisil IBX Gilt-Apr-2029 Index Fund-Direct Growth,2022-10-21,2026-08-14,924,0.08177469222496137,0.01722910092936765,1.2773539446589595,-0.00966322815533982,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
150698,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Direct Growth,2022-10-10,2026-04-30,860,0.07185970984869017,0.008430440359104046,1.4700260829027714,-0.003968061470996154,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
153030,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct Growth,2024-11-14,2026-08-14,424,0.0766593894188683,0.00788281947604735,2.1446435666422774,-0.003255255039816274,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
152947,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Direct Growth,2024-10-09,2026-08-14,449,0.0767882876895829,0.004417631692642568,3.806263616301051,-0.0007019694692714795,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
153443,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct Growth,2025-03-24,2026-08-14,338,0.07145193779604386,0.0059976142151352855,1.96831559755101,-0.002491478956727855,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
153179,Aditya Birla Sun Life Crisil-IBX financial Services 3 to 6 months Debt Index Fund-Direct Growth,2024-12-18,2026-08-14,402,0.07330260048558723,0.0038133343294026165,3.5486187591661467,-0.0005374225215865058,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
120539,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3349,0.18485314840578027,0.17924354562710926,0.7251145161534516,-0.34503384227923817,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
132186,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Direct Plan - Growth Option,2014-10-13,2026-08-14,2861,0.12938437033939287,0.1073239042878275,0.6773586232263773,-0.22151751814765996,Fund of Funds,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic
119505,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3289,0.07674484042799157,0.033828563106180244,0.5241837937087643,-0.07469524949869455,Dynamic Bond,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Dynamic Bond
119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3350,0.13865127811741718,0.14673053444727452,0.5716408187303993,-0.35119378123264855,ELSS,Aditya Birla Sun Life Mutual Fund,Equity Scheme - ELSS
148637,Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth,2020-12-29,2026-08-14,1387,0.1288566917538705,0.1444721923219194,0.5150498369685539,-0.26206896551724146,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
120517,Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth,2013-01-02,2026-08-14,3351,0.12638048818849068,0.11877469864722212,0.5808307471360644,-0.31967767584823703,Aggressive Hybrid,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
132995,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,2014-12-01,2026-08-14,2883,0.08558127940468063,0.060823086132938076,0.4256515261772826,-0.17792207792207793,Equity Savings,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Equity Savings
120564,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3350,0.16446466086603095,0.16066656327373466,0.6785913786277261,-0.38591459528362015,Flexi Cap,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Flexi Cap Fund
122646,Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Growth,2013-05-29,2026-08-14,3193,0.07828799750325155,0.00848916446875723,2.1977066675084527,-0.01823070281855632,Floating Rate,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Floater Fund
119564,Aditya Birla Sun Life Focused Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3350,0.14684838386913657,0.15599239981086138,0.5938547110710831,-0.36732589124954984,Focused,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Focused Fund
132140,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option,2014-10-13,2026-08-14,2860,0.09196457763111576,0.18662493997835947,0.2638066929778661,-0.3355418799777877,Fund of Funds,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Overseas
132009,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund - Retail Plan - Direct Plan - Growth Option,2014-10-13,2026-08-14,2860,0.09685977895304698,0.17386985747114486,0.29737651108229785,-0.3906402726288074,Fund of Funds,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Overseas
120546,Aditya Birla Sun Life Gold Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3340,0.1129713240224397,0.20610306698840766,0.34548916653968464,-0.27303087816628946,Fund of Funds,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic
119605,Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3289,0.08342374438054256,0.04292163170496454,0.5715267512692137,-0.10808549203232387,Gilt,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Gilt Fund
119657,Aditya Birla Sun Life Income Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3289,0.076674646150376,0.03709376884755351,0.47920633655939393,-0.10256834341234078,Long Duration,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Medium to Long Duration Fund
131898,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- Direct Plan - Growth Option,2014-10-13,2026-08-14,2861,0.07602352628596254,0.04698668177770157,0.37372694506674314,-0.10106192369881573,Fund of Funds,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic
119514,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3350,0.15905181709157867,0.1852562959239536,0.5858928809550022,-0.5352885073915117,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
119517,Aditya Birla Sun Life International Equity Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3349,0.12417931402680571,0.6616253701032911,0.28419141385280816,-0.7388598876560608,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
119436,Aditya Birla Sun Life Large & Mid Cap Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3350,0.14873973149272546,0.17016470876660167,0.5681370957873307,-0.39254427230341427,Mid Cap,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Large & Mid Cap Fund
119528,Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3350,0.13816950106171677,0.15403255838824081,0.5489055505219346,-0.37664193023532677,Large Cap,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Large Cap Fund
119568,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,2013-01-01,2026-08-16,4338,0.06905808778072609,0.0020513367776985036,-3.4816750099370686,-0.002308739992691655,Liquid,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Liquid Fund
150484,Aditya Birla Sun Life Long Duration Fund-Direct Growth,2022-08-10,2026-08-14,972,0.07932943095501876,0.030917573097346142,0.645445475346389,-0.03339873226682766,Long Duration,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Long Duration Fund
119523,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3289,0.07900742824456386,0.007764236885222264,2.495641448843641,-0.017072618371398063,Low Duration,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Low Duration Fund
119646,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3350,0.1359984534533134,0.13228537570907078,0.6006087129809851,-0.32426961743472105,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
133516,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,2015-02-03,2026-08-14,2839,0.13857107723255657,0.15698349233019462,0.5431135696395478,-0.391875,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
119539,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,2013-01-02,2026-08-14,3289,0.09807097423640809,0.056811272524405584,0.6894461941258272,-0.1264992700258919,Medium Duration,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Medium Duration Fund
119620,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3350,0.1655308602903769,0.16173787840594628,0.6809348781690712,-0.45082838911899703,Mid Cap,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Mid Cap Fund
119511,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,2013-01-01,2026-08-14,3617,0.07398447253592755,0.005289995866685598,1.4646803093196608,-0.01400316924352818,Money Market,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Money Market Fund
151307,Aditya Birla Sun Life Multi Asset Allocation Fund-Direct Growth,2023-02-02,2026-08-14,868,0.1818474215420478,0.09792451115098075,1.1870674282632927,-0.1283414463956406,Multi Asset,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Multi Asset Allocation
131865,Aditya Birla Sun Life Multi Asset Omni FoF- Direct Plan - Growth Option,2014-11-13,2026-08-14,2843,0.12894331091534728,0.10035182506355537,0.712147747852227,-0.2268704074816299,Fund of Funds,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic
150688,Aditya Birla Sun Life Multi-Asset Passive FOF-Direct Growth,2022-10-18,2026-08-14,939,0.1664088477272101,0.10444575462725326,0.9917756934799581,-0.16354485962474674,Fund of Funds,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic
148921,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,2021-05-10,2026-08-14,1299,0.1695203397145797,0.1395092540945881,0.7869824979300076,-0.1995412844036698,Multi Cap,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Multi Cap Fund
148962,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct Growth,2021-06-10,2026-08-14,1277,0.13626455505429247,0.13766623650693588,0.582148308829974,-0.18024609589253748,Index,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds
119648,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3350,0.11397582398290695,0.15975601115680246,0.396963666164367,-0.37621319497864125,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
152798,Aditya Birla Sun Life Nifty India Defence Index Fund-Direct Growth,2024-09-02,2026-08-14,482,0.1949778626248191,0.2814303213920398,0.5729711279034879,-0.2775358971586944,Index,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds
148807,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Direct Growth,2021-04-06,2026-08-14,1321,0.19857512187744408,0.16755085726375452,0.8317495233967911,-0.21187489867205123,Index,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds
149838,Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct Growth,2022-02-21,2026-08-14,1103,0.15207877922442892,0.1788416344941733,0.5649739009652445,-0.26695435805605294,Index,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds
149794,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct Growth,2022-01-31,2026-08-14,1100,0.06441679716122728,0.013865701460744909,0.36094515020462276,-0.034641781464474386,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
149199,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct Growth,2021-09-27,2026-08-14,1184,0.05970534245207948,0.012134529061048038,0.02882853205882018,-0.03275182009066113,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
151562,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct Growth,2023-03-13,2026-08-14,828,0.07740312701533991,0.009563402193676738,1.8617478690924976,-0.0036021058464950073,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
150663,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct Growth,2022-09-29,2025-09-30,728,0.07090610951050436,0.005972596001679689,1.899835445835581,-0.0021050531251559645,Index,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds
148815,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct Growth,2021-04-06,2026-08-14,1321,0.17680751884555646,0.2026514620317845,0.627455357316655,-0.36721642305423907,Index,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds
147844,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,2020-01-01,2026-08-14,1634,0.23360797649094667,0.21553908260820043,0.8258136792059451,-0.3376110562685094,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
147409,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth,2019-07-11,2026-08-14,1748,0.21853676672490896,0.15136061491039468,1.0160017016699354,-0.20457796852646637,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
152684,Aditya Birla Sun Life Quant Fund - Direct Growth,2024-07-01,2026-08-14,525,0.029677962383940493,0.15173206198890238,-0.12312082041936062,-0.22883720930232565,Sectoral,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic
120705,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan,2013-01-04,2026-08-14,3287,0.10291242992348204,0.050317502646074,0.8646291068169174,-0.14227268548312966,Conservative Hybrid,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund
146575,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth,2019-03-12,2026-08-14,1828,0.1354955783670848,0.15789974823590647,0.5240535257266876,-0.34233330292803066,Retirement,Aditya Birla Sun Life Mutual Fund,Solution Oriented Scheme - Retirement Fund
146930,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth,2019-03-13,2026-08-14,1827,0.11153705766040156,0.12151041066318656,0.45896893211778356,-0.2727938484071768,Retirement,Aditya Birla Sun Life Mutual Fund,Solution Oriented Scheme - Retirement Fund
146940,Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth,2019-03-13,2026-08-14,1798,0.07337406463036178,0.031915261442350795,0.44555600588086297,-0.04993417729903371,Retirement,Aditya Birla Sun Life Mutual Fund,Solution Oriented Scheme - Retirement Fund
146943,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth,2019-03-13,2026-08-14,1798,0.05620721357022718,0.015357188682630179,-0.1925490314619037,-0.02260606878860494,Retirement,Aditya Birla Sun Life Mutual Fund,Solution Oriented Scheme - Retirement Fund
119501,Aditya Birla Sun Life Savings Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3289,0.07689924740007226,0.006466961812250586,2.6792414782639606,-0.012080617487131629,Ultra Short Duration,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Ultra Short Duration Fund
119498,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,2013-01-02,2026-08-14,3289,0.08502352985911688,0.016040541771882945,1.5758725604188366,-0.02746711946355085,Short Duration,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Short Duration Fund
149780,Aditya Birla Sun Life Silver ETF FOF-Direct Growth,2022-02-04,2026-08-14,1104,0.32420030517207854,0.3450922823953422,0.8452399364808793,-0.4530028911365813,Value,Aditya Birla Sun Life Mutual Fund,Equity Schemes - Value Fund
119556,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,2013-01-07,2026-08-14,3347,0.1713402878618464,0.17166137478534096,0.6809297496989087,-0.5740911968545914,Small Cap,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Small Cap Fund
